,Source,Target,Value
244,Čech,Mt 11:29,12
245,Čech,Mk 1:15,2
246,Čech,Mk 10:23,5
247,Čech,Mt 11:3,7
248,Čech,J 3:30,2
249,Čech,J 1:29,7
250,Čech,Mk 15:34,5
251,Čech,Mt 27:46,5
252,Čech,Fp 4:16,1
253,Čech,Mt 18:7,4
254,Čech,L 10:16,10
255,Čech,Ex 34:4,2
256,Čech,Fp 1:10,1
257,Čech,Z 25:6,2
258,Čech,J 17:1,2
259,Čech,J 17:5,3
260,Čech,1K 15:20,7
261,Čech,Mk 16:15,2
262,Čech,Mt 19:12,4
263,Čech,Mt 12:45,4
264,Čech,Mt 6:10,18
265,Čech,Mk 2:5,6
266,Čech,Mt 9:8,2
267,Čech,Z 51:3,6
268,Čech,Z 50:3,8
269,Čech,J 20:30,2
270,Čech,Mt 28:19,8
271,Čech,L 13:11,1
272,Čech,L 14:5,1
273,Čech,Za 9:9,2
274,Čech,Zj 19:16,2
275,Čech,Zj 11:15,2
276,Čech,Sk 4:12,1
277,Čech,L 19:14,1
278,Čech,J 2:4,4
279,Čech,Gn 27:40,1
280,Čech,J 8:44,2
281,Čech,Gn 13:8,4
282,Čech,1P 3:18,3
283,Čech,R 4:21,3
284,Čech,J 14:23,1
285,Čech,Da 3:26,1
286,Čech,Z 148:1,1
287,Čech,2Te 3:5,2
288,Čech,L 3:6,3
289,Čech,Mt 4:5,1
290,Čech,L 4:11,1
291,Čech,J 13:1,4
292,Čech,1S 10:24,3
293,Čech,2S 16:18,3
294,Čech,L 16:29,1
295,Čech,Mt 13:25,5
296,Čech,Ef 5:2,2
297,Čech,Gn 8:9,1
298,Čech,Pis 2:2,1
299,Čech,Pis 4:7,2
300,Čech,Zj 12:1,2
301,Čech,Mt 9:18,2
302,Čech,2K 1:14,1
303,Čech,Ez 20:6,1
304,Čech,Mk 10:9,3
305,Čech,2Pa 18:16,1
306,Čech,Gn 3:5,4
307,Čech,J 14:6,23
308,Čech,Sk 13:6,1
309,Čech,Mt 12:33,1
310,Čech,Mt 19:17,3
311,Čech,1J 4:3,2
312,Čech,Iz 42:3,1
313,Čech,Mt 12:20,1
314,Čech,J 13:15,5
315,Čech,Mt 16:13,1
316,Čech,Mt 16:15,1
317,Čech,Ex 20:3/Dt 5:7,2
318,Čech,Mt 6:24,9
319,Čech,Mt 7:14,2
320,Čech,2K 1:19,1
321,Čech,Mt 7:16,6
322,Čech,J 16:23,3
323,Čech,J 9:35,1
324,Čech,Pr 4:7,2
325,Čech,Mt 7:1,2
326,Čech,L 22:48,3
327,Čech,Sk 26:2,3
328,Čech,L 6:16,1
329,Čech,J 16:8,5
330,Čech,1Tm 2:4,8
331,Čech,J 3:15,9
332,Čech,R 10:11,3
333,Čech,R 2:6,5
334,Čech,L 17:22,2
335,Čech,L 17:23,2
336,Čech,J 19:11,3
337,Čech,Iz 61:9,2
338,Čech,Mk 7:31,1
339,Čech,Mt 15:29,1
340,Čech,Mt 6:13,4
341,Čech,1Te 5:9,2
342,Čech,J 6:41,1
343,Čech,J 16:28,2
344,Čech,L 22:19,6
345,Čech,Sk 2:38,1
346,Čech,L 6:19,3
347,Čech,J 8:46,5
348,Čech,Z 39:10,1
349,Čech,Mk 14:21,1
350,Čech,Mt 26:24,1
351,Čech,Mt 27:13,1
352,Čech,Mt 26:64,1
353,Čech,L 23:9,1
354,Čech,L 23:39,1
355,Čech,Fp 3:18,2
356,Čech,Mt 27:45,1
357,Čech,Gn 4:10,1
358,Čech,Mt 5:43,1
359,Čech,Z 136:5,1
360,Čech,Ef 6:6,1
361,Čech,L 13:21,4
362,Čech,Jr 10:2,1
363,Čech,2Tm 4:4,2
364,Čech,Zj 3:20,3
365,Čech,Pis 5:2,1
366,Čech,Pis 5:7,1
367,Čech,2S 14:5,1
368,Čech,Oz 1:9,1
369,Čech,J 14:16,2
370,Čech,J 19:4,2
371,Čech,L 23:11,1
372,Čech,Z 27:1,1
373,Čech,Jr 2:13,5
374,Čech,Jud 5:24,1
375,Čech,Jud 5:18,1
376,Čech,Jud 5:25,1
377,Čech,Mk 10:48,5
378,Čech,Ef 4:25,1
379,Čech,Ef 4:27,1
380,Čech,Mt 19:19,9
381,Čech,Ex 20:14/Dt 5:18,5
382,Čech,L 18:42,5
383,Čech,Sk 4:20,3
384,Čech,J 4:48,6
385,Čech,L 11:28,3
386,Čech,Mt 20:1,3
387,Čech,Mt 20:8,1
388,Čech,1K 12:15,2
389,Čech,J 12:13,8
390,Čech,Mt 23:39,8
391,Čech,L 1:33,5
392,Čech,L 1:38,3
393,Čech,Gn 4:9,2
394,Čech,2Ma 14:25,1
395,Čech,Mk 7:32,1
396,Čech,Mk 7:33,2
397,Čech,Mk 7:37,2
398,Čech,Ga 3:26,1
399,Čech,Mk 8:34,6
400,Čech,Mt 27:42,1
401,Čech,L 18:9,1
402,Čech,1J 1:5,2
403,Čech,J 14:27,6
404,Čech,L 18:33,3
405,Čech,J 1:9,1
406,Čech,L 2:10,10
407,Čech,Mt 6:29,1
408,Čech,Joz 8:8,2
409,Čech,Ga 1:10,1
410,Čech,Mt 25:46,1
411,Čech,Mt 10:32,7
412,Čech,Mt 10:33,7
413,Čech,Mt 18:14,2
414,Čech,Mt 23:9,6
415,Čech,L 20:25,21
416,Čech,2Tm 4:1,1
417,Čech,Mt 20:16,5
418,Čech,L 9:8,2
419,Čech,J 20:17,1
420,Čech,Gn 1:2,4
421,Čech,J 6:63,2
422,Čech,J 5:26,1
423,Čech,J 15:26,2
424,Čech,L 12:12,1
425,Čech,Zd 1:1,3
426,Čech,1K 12:13,1
427,Čech,Sk 2:1,1
428,Čech,Iz 62:1,1
429,Čech,L 6:27,3
430,Čech,Z 25:1,1
431,Čech,L 2:34,9
432,Čech,Tob 5:11,1
433,Čech,Mt 23:15,1
434,Čech,J 4:14,2
435,Čech,J 14:13,1
436,Čech,Sk 28:16,1
437,Čech,Mt 6:26,3
438,Čech,J 6:51,3
439,Čech,J 4:9,1
440,Čech,J 4:10,1
441,Čech,L 22:31,3
442,Čech,Mt 16:16,6
443,Čech,Z 117:26,5
444,Čech,L 15:7,6
445,Čech,Sd 13:5,1
446,Čech,Sk 20:28,1
447,Čech,1K 2:9,7
448,Čech,Mk 11:17,1
449,Čech,Dt 30:20,1
450,Čech,Sir 13:5,1
451,Čech,Mt 19:18,5
452,Čech,R 11:33,3
453,Čech,L 1:48,2
454,Čech,L 13:9,1
455,Čech,Mt 7:19,2
456,Čech,Mt 5:48,2
457,Čech,1K 13:11,3
458,Čech,J 17:21,1
459,Čech,Z 118:24,4
460,Čech,1K 15:12,1
461,Čech,Jr 50:31,2
462,Čech,Mt 24:12,2
463,Čech,Mt 17:7,2
464,Čech,Zj 1:16,2
465,Čech,Sk 13:10,1
466,Čech,Sk 13:11,1
467,Čech,L 7:14,3
468,Čech,J 11:16,2
469,Čech,J 20:25,1
470,Čech,Mk 9:23,1
471,Čech,Z 22:16,1
472,Čech,Z 97:1,1
473,Čech,L 3:19,1
474,Čech,Mt 14:3,3
475,Čech,Iz 5:20,2
476,Čech,Gn 1:3,1
477,Čech,L 5:11,5
478,Čech,J 16:7,2
479,Čech,2Kr 4:12,1
480,Čech,Da 7:7,1
481,Čech,Z 110:10,3
482,Čech,1K 12:21,1
483,Čech,Mt 22:16,3
484,Čech,Jk 1:27,1
485,Čech,Jr 50:17,1
486,Čech,Zd 5:5,2
487,Čech,Zd 5:3,1
488,Čech,Zd 6:7,1
489,Čech,Zd 5:10,1
490,Čech,Zd 6:8,1
491,Čech,1P 2:5,1
492,Čech,1P 2:6,1
493,Čech,Sk 10:42,1
